k141_8096,5786,4
k141_8098,2067,1
k141_6312,36858,20
k141_6315,2615,1
k141_97,6665,3
k141_3670,7892,2
k141_99,9761,5
k141_4530,348851,197
k141_100,1925,0
k141_12554,12005,5
k141_4532,1339,0
k141_101,4198,2
k141_12555,5628,4
k141_102,2676,1
k141_104,4729,5
k141_8103,5788,3
k141_4534,13092,3
k141_4536,3574,1
k141_10720,25400,13
k141_10721,2081,3
k141_10722,2563,4
k141_10723,3016,0
k141_12557,1228,0
k141_1887,27853,16
k141_1888,2087,1
k141_12562,1014,0
k141_1889,1172,0
k141_12566,1095,0
k141_2725,99255,56
k141_3671,26181,20
k141_12567,4825,1
k141_12568,1829,1
k141_9842,55437,30
k141_6318,24642,13
k141_6319,2439,2
k141_6320,5394,1
k141_1890,21488,16
k141_9846,11102,8
k141_10724,40883,20
k141_1893,1531,0
k141_2727,56311,30
k141_105,30726,23
k141_3672,27982,13
k141_3674,2451,1
k141_9847,1185,0
k141_4543,89055,68
k141_4544,2882,2
k141_106,11750,8
k141_3675,9811,8
k141_107,1386,0
k141_5417,127544,82
k141_111,1023,1
k141_5418,7394,4
k141_2728,1445,2
k141_10726,6618,4
k141_4552,1544,2
k141_8106,63014,33
k141_5422,1098,1
k141_5424,2145,2
k141_4556,3490,2
k141_5427,1106,1
k141_8107,8519,1
k141_8112,1606,1
k141_10731,5017,1
k141_10732,1800,0
k141_6325,26997,18
k141_4559,14595,12
k141_10734,15462,6
k141_3676,28936,12
k141_3677,5921,4
k141_112,36397,21
k141_113,2690,3
k141_8114,21321,19
k141_9848,55220,35
k141_8115,3100,2
k141_9852,1228,1
k141_7189,139924,93
k141_3678,1540,2
k141_3680,2106,0
k141_3682,1125,3
k141_3684,1153,0
k141_116,1256,1
k141_3685,1017,0
k141_11623,190987,104
k141_11625,3086,2
k141_13438,232859,121
k141_3694,11527,15
k141_3695,1053,1
k141_13441,1350,0
k141_2733,52076,35
k141_7191,7219,1
k141_2735,5855,4
k141_7195,1140,0
k141_7198,2688,0
k141_2738,14172,11
k141_9853,34244,20
k141_1899,77979,46
k141_1900,2231,1
k141_9854,1431,1
k141_7199,24321,18
k141_119,51439,32
k141_121,2848,1
k141_7203,8216,8
k141_122,1767,2
k141_7206,1181,1
k141_123,2135,0
k141_11627,43881,19
k141_11628,1575,0
k141_6326,90108,67
k141_4560,94467,58
k141_4562,1144,0
k141_4565,1517,0
k141_1901,43333,19
k141_124,13565,7
k141_977,175582,103
k141_4569,1107,0
k141_979,8849,11
k141_10735,103920,71
k141_2741,75756,44
k141_7207,30315,18
k141_9855,52882,33
k141_4571,22619,17
k141_4572,1067,2
k141_125,21167,9
k141_126,3665,2
k141_2742,6180,3
k141_2744,1899,1
k141_7208,19153,8
k141_2748,1025,2
k141_5428,138512,86
k141_2750,3437,0
k141_8117,109620,67
k141_8123,1672,1
k141_8127,1033,0
k141_2752,10460,7
k141_2753,1038,2
k141_981,22749,14
k141_982,1012,0
k141_128,10534,7
k141_3697,101962,50
k141_983,10273,3
k141_129,6663,4
k141_3698,2267,3
k141_984,2547,4
k141_3699,1247,0
k141_130,1566,0
k141_987,1508,3
k141_132,3018,1
k141_6327,50094,40
k141_134,1089,0
k141_6328,2241,0
k141_10743,30645,20
k141_8129,6740,5
k141_7209,20429,19
k141_8133,1031,0
k141_8135,1271,1
k141_7212,1352,0
k141_8137,1080,2
k141_10745,6342,2
k141_8933,430189,290
k141_10746,1329,0
k141_5430,26434,15
k141_5434,1194,1
k141_8936,7442,5
k141_12569,201080,105
k141_8141,1264,1
k141_12571,1604,1
k141_12572,3861,3
k141_7215,1656,1
k141_8142,6029,7
k141_2757,24826,17
k141_9857,54550,31
k141_2760,1122,0
k141_8939,1570,2
k141_9860,3355,3
k141_9861,1403,1
k141_7216,18318,5
k141_8940,8653,3
k141_8942,1410,3
k141_8943,1079,1
k141_5435,12967,13
k141_1907,72305,46
k141_8143,17258,9
k141_8144,1295,1
k141_12574,11698,10
k141_8146,1882,1
k141_12575,1449,0
k141_10747,28924,14
k141_8147,1067,2
k141_12576,1145,1
k141_5436,13783,6
k141_12581,1072,0
k141_5437,1068,0
k141_12582,2097,0
k141_10749,5735,3
k141_10751,1446,2
k141_5440,2726,2
k141_5441,1634,2
k141_12587,2328,1
k141_6330,45638,20
k141_6332,1016,1
k141_7222,9106,1
k141_11629,108836,65
k141_11630,1024,0
k141_11632,6155,3
k141_11635,1377,2
k141_136,53561,40
k141_137,1339,1
k141_4575,80291,60
k141_11636,4275,2
k141_4576,1019,1
k141_4577,1717,0
k141_4578,1175,0
k141_138,5483,6
k141_1910,26761,19
k141_12589,13313,8
k141_12590,2135,1
k141_12591,1273,2
k141_8148,30481,21
k141_12593,6235,1
k141_5443,23477,19
k141_5446,1575,1
k141_141,1783,1
k141_11637,7041,2
k141_142,12696,7
k141_3701,84065,58
k141_5447,8307,3
k141_5451,1750,1
k141_5453,2052,0
k141_5455,6301,3
k141_5456,1735,0
k141_5457,3272,3
k141_12598,34294,19
k141_145,15566,9
k141_988,95196,59
k141_8945,69200,43
k141_8946,4234,3
k141_146,13310,5
k141_1911,48546,23
k141_8950,1201,0
k141_8953,1177,1
k141_8955,1422,2
k141_8957,2031,1
k141_150,9052,6
k141_8962,1107,0
k141_8965,1371,2
k141_10753,62000,40
k141_10754,18039,5
k141_10756,1689,2
k141_1912,27428,15
k141_991,26888,18
k141_4581,59326,39
k141_996,1253,1
k141_11639,64473,26
k141_7223,104074,66
k141_152,25621,13
k141_7225,1843,0
k141_4582,23252,10
k141_9862,119699,70
k141_5458,43396,28
k141_10760,14194,17
k141_10761,1556,0
k141_6333,99282,72
k141_10765,1999,0
k141_5469,2144,2
k141_5471,1172,0
k141_1914,19770,0
k141_5472,11764,10
k141_10766,1176,2
k141_9864,2060,1
k141_4585,3154,4
k141_4586,3960,4
k141_10767,7099,6
k141_11642,23039,3
k141_11643,3679,2
k141_4589,4304,1
k141_9865,9955,4
k141_11644,1170,0
k141_9866,1021,0
k141_4591,1552,3
k141_9867,1104,2
k141_9869,1023,0
k141_11645,5884,5
k141_11646,2548,6
k141_9872,7351,3
k141_7226,28076,19
k141_4592,13483,6
k141_5474,5181,4
k141_6334,20353,19
k141_5475,1847,3
k141_1916,18113,24
k141_1917,1217,0
k141_5477,2237,2
k141_1918,1236,0
k141_6335,7713,6
k141_5478,6032,5
k141_1921,4492,1
k141_5479,8355,6
k141_5482,2258,0
k141_10768,26208,6
k141_10769,1651,1
k141_9874,10816,2
k141_10770,1029,2
k141_10771,1125,1
k141_4593,10496,14
k141_4594,1148,0
k141_10772,1644,1
k141_11647,21706,6
k141_11649,1336,2
k141_10773,10006,5
k141_5483,2127,1
k141_5484,1386,0
k141_1922,16926,14
k141_8149,127946,71
k141_1923,1896,0
k141_154,58386,25
k141_7230,35625,27
k141_7231,1303,1
k141_2765,179397,125
k141_8973,79179,34
k141_8974,1035,0
k141_10775,7668,4
k141_1000,78440,48
k141_2771,1316,0
k141_8979,1260,0
k141_2773,1317,0
k141_2774,1463,1
k141_11651,14841,6
k141_2775,1367,0
k141_11652,1415,0
k141_8981,4668,1
k141_8989,1024,1
k141_11653,5674,3
k141_2776,7303,3
k141_1004,13122,7
k141_8991,5008,3
k141_7232,2500,2
k141_7233,1303,0
k141_8151,20412,11
k141_11654,1044,1
k141_11657,2699,2
k141_11658,1246,0
k141_5486,27505,14
k141_155,18161,9
k141_11662,2282,1
k141_1007,5490,5
k141_1008,3327,2
k141_1010,1988,1
k141_1012,2368,0
k141_8152,12961,10
k141_8994,2014,0
k141_8995,1502,2
k141_8996,1176,0
k141_10776,23156,11
k141_11666,1112,0
k141_5488,6048,0
k141_11667,5212,2
k141_11668,1975,0
k141_10777,13666,8
k141_10779,1107,0
k141_2779,26141,17
k141_9876,62221,51
k141_2780,2075,0
k141_9879,2875,2
k141_2784,1794,0
k141_9880,1405,0
k141_2786,1366,1
k141_9881,1101,3
k141_1924,35478,23
k141_1013,9284,7
k141_8153,11649,6
k141_5489,20946,9
k141_8159,1104,2
k141_8161,5846,4
k141_12602,148463,89
k141_12603,1476,1
k141_12604,1690,1
k141_12606,1258,0
k141_4595,71249,42
k141_2788,6271,6
k141_1018,15609,8
k141_2791,4858,5
k141_4597,9568,7
k141_11674,36043,20
k141_4609,1478,1
k141_9883,23497,4
k141_11675,5398,4
k141_4610,3988,0
k141_1025,13407,4
k141_4611,1826,1
k141_11678,1579,0
k141_12607,1128,1
k141_5490,18835,11
k141_8169,7890,5
k141_5492,1105,1
k141_8170,1058,1
k141_5495,1040,1
k141_5496,1056,0
k141_157,48935,34
k141_12608,12421,9
k141_158,7718,4
k141_12610,5472,3
k141_8171,14998,14
k141_5498,13211,6
k141_5501,2006,1
k141_12614,5241,3
k141_5503,1363,0
k141_12617,1001,1
k141_1027,2674,4
k141_4612,5791,1
k141_4613,2009,4
k141_11684,7456,1
k141_11685,1075,1
k141_1925,49517,40
k141_11686,5898,0
k141_11689,1752,1
k141_1028,8540,7
k141_1030,1344,0
k141_4614,21285,13
k141_12618,1174,0
k141_161,13464,6
k141_6336,112792,72
k141_162,3684,1
k141_164,2681,1
k141_13449,403723,251
k141_8173,18259,15
k141_4615,1042,1
k141_4616,1549,3
k141_165,6381,3
k141_9884,37698,18
k141_13451,5610,1
k141_9886,1068,0
k141_4617,4852,4
k141_4620,2471,1
k141_12619,12304,11
k141_12622,1559,0
k141_1927,22861,10
k141_2793,49892,23
k141_2794,1306,0
k141_1931,1032,1
k141_1933,1116,0
k141_5504,25071,14
k141_1936,1108,1
k141_1937,1245,0
k141_5505,6170,3
k141_2796,13773,7
k141_12623,17128,11
k141_11693,30869,22
k141_8174,21858,11
k141_8175,1182,0
k141_1031,40601,19
k141_9889,18874,11
k141_8176,6510,5
k141_166,23816,14
k141_1032,2732,0
k141_12625,10707,8
k141_9892,3610,5
k141_8187,1119,1
k141_9896,1174,2
k141_1034,7251,5
k141_167,9801,6
k141_1036,2115,3
k141_1037,1523,1
k141_9898,6657,3
k141_8997,111718,73
k141_2798,10085,7
k141_8998,1136,1
k141_5506,16292,11
k141_9000,1019,0
k141_1941,20363,8
k141_1946,1124,0
k141_4624,28895,9
k141_2800,12273,7
k141_2801,1363,0
k141_2802,1053,0
k141_9001,13308,4
k141_2803,1967,0
k141_9004,3580,1
k141_8188,9854,8
k141_9899,4276,1
k141_170,10682,9
k141_1038,13256,6
k141_175,6221,2
k141_13452,51202,48
k141_8189,15334,12
k141_177,2380,0
k141_181,1674,0
k141_9900,20163,5
k141_183,4270,4
k141_8190,8118,9
k141_184,1026,0
k141_3703,295684,137
k141_8191,2714,1
k141_9901,4993,3
k141_5508,25630,13
k141_9006,8714,6
k141_5509,3818,1
k141_5511,3218,1
k141_5512,1568,0
k141_5513,1943,1
k141_5514,1835,0
k141_1948,37211,22
k141_2804,33322,21
k141_2805,1282,1
k141_186,1102,1
k141_8192,2550,1
k141_1039,19090,9
k141_9903,4168,3
k141_3704,8938,4
k141_8200,1706,2
k141_3707,1911,1
k141_13456,22221,22
k141_187,18483,10
k141_8201,15436,18
k141_8203,1006,1
k141_190,4391,3
k141_9904,21491,9
k141_9905,1558,0
k141_8209,1222,0
k141_1950,9768,6
k141_5516,13599,8
k141_5517,1030,2
k141_1954,1959,0
k141_1955,3217,0
k141_3709,9718,5
k141_1956,1095,0
k141_3711,1504,1
k141_3712,1112,1
k141_9008,34266,31
k141_11694,71789,51
k141_3715,1242,0
k141_1963,1822,1
k141_11696,1154,0
k141_11697,1391,1
k141_3716,2487,0
k141_3718,2083,2
k141_11710,1094,0
k141_1965,10205,5
k141_1966,1809,2
k141_3719,9238,5
k141_8210,2851,3
k141_9906,3805,2
k141_13465,17954,15
k141_13466,1123,0
k141_13467,1104,1
k141_7236,197223,133
k141_8211,4243,1
k141_8213,1377,0
k141_13471,1005,2
k141_7239,1137,1
k141_7241,2060,3
k141_12628,82441,40
k141_8214,6524,4
k141_8215,1302,0
k141_6342,121062,80
k141_8216,3499,3
k141_8218,2967,2
k141_10780,183978,100
k141_10782,1977,2
k141_10783,3101,2
k141_3720,21784,7
k141_4629,94237,41
k141_3723,3155,0
k141_4630,1373,2
k141_3725,1047,0
k141_10784,18460,12
k141_13473,27209,21
k141_8220,15765,8
k141_8221,1105,1
k141_7243,30506,15
k141_8222,2895,3
k141_7244,2458,1
k141_7246,1345,1
k141_8224,9262,10
k141_8225,1939,0
k141_10785,1614,4
k141_4635,1656,1
k141_4638,1496,2
k141_4640,1562,4
k141_3727,7008,5
k141_4642,1338,0
k141_3732,1234,0
k141_11711,41761,27
k141_9010,56552,30
k141_5528,60861,33
k141_4644,11641,9
k141_5531,6455,7
k141_8228,1591,0
k141_8230,1478,1
k141_8231,1493,1
k141_192,64039,31
k141_193,1532,1
k141_7247,21935,14
k141_7249,1178,1
k141_2809,83875,49
k141_2810,1401,0
k141_2812,1220,0
k141_1967,63903,40
k141_1969,1027,1
k141_4647,18130,8
k141_3733,28937,14
k141_3734,1074,0
k141_1970,10225,7
k141_4648,11973,5
k141_1974,3187,1
k141_12629,74836,46
k141_195,28805,22
k141_198,1497,0
k141_200,1204,2
k141_9909,92949,48
k141_9011,43670,23
k141_1975,6341,2
k141_4650,8460,5
k141_10786,59385,38
k141_9014,2267,1
k141_4654,1158,2
k141_10787,1422,1
k141_2817,34300,28
k141_1978,10586,4
k141_11712,60470,28
k141_1979,10460,3
k141_1981,1170,2
k141_9910,17953,15
k141_1985,1423,3
k141_7250,67456,33
k141_9912,20042,13
k141_7251,25507,14
k141_201,68269,34
k141_7253,1268,2
k141_7255,1190,0
k141_5538,89833,63
k141_5540,1547,1
k141_4656,57076,26
k141_4657,1744,0
k141_3740,79685,35
k141_10788,63779,34
k141_9914,29660,17
k141_10791,1773,1
k141_3741,7648,7
k141_9916,1943,0
k141_3743,1634,0
k141_3745,1092,2
k141_9015,73988,36
k141_9016,2788,0
k141_13474,137052,99
k141_1986,51977,30
k141_1988,1076,1
k141_1989,1357,2
k141_13479,5068,2
k141_1992,6283,5
k141_207,20309,16
k141_7256,22011,14
k141_209,1009,0
k141_9019,2248,0
k141_2818,74703,43
k141_2820,1365,1
k141_3746,12277,11
k141_2821,1735,0
k141_2822,1860,1
k141_9022,7908,6
k141_4659,27975,17
k141_2824,1320,0
k141_9024,1475,1
k141_2825,1492,1
k141_4663,1019,0
k141_2826,1323,1
k141_4664,1845,4
k141_2828,1966,0
k141_10792,27705,19
k141_2832,1224,1
k141_9025,7863,0
k141_4666,6459,3
k141_8233,142154,77
k141_13480,14897,9
k141_7258,7604,8
k141_7261,1238,1
k141_13491,2511,2
k141_213,14788,16
k141_214,2203,1
k141_13495,6011,2
k141_13496,2870,3
k141_13500,1395,0
k141_11713,110469,73
k141_8234,6557,6
k141_9026,14389,9
k141_2834,16456,10
k141_9027,1426,3
k141_9029,1469,0
k141_9030,1063,1
k141_4670,16590,9
k141_9035,1138,0
k141_9037,1078,1
k141_4675,2527,2
k141_9918,53700,35
k141_9919,1879,2
k141_1041,245833,163
k141_13502,8557,7
k141_1042,1078,1
k141_13504,3461,2
k141_1048,1881,0
k141_11715,18302,9
k141_1995,57268,26
k141_13507,19440,9
k141_1997,6013,6
k141_3752,51011,28
k141_3754,1154,2
k141_4677,16873,6
k141_4678,4875,1
k141_3755,6332,5
k141_3756,1012,1
k141_9038,26507,20
k141_3758,1183,0
k141_4680,6283,6
k141_10793,61759,36
k141_10795,1390,1
k141_10798,1080,2
k141_3760,13874,12
k141_1999,20528,11
k141_6344,258313,136
k141_3764,1875,3
k141_9039,22709,19
k141_4683,25035,11
k141_10800,20114,12
k141_9040,13515,8
k141_6345,1761,0
k141_2002,13596,7
k141_4688,1428,2
k141_4689,3065,1
k141_6346,16245,3
k141_4692,4923,2
k141_4695,1991,1
k141_4698,1472,1
k141_13510,52806,32
k141_13511,2787,0
k141_9920,71772,29
k141_9921,1005,1
k141_12635,219369,160
k141_4704,2452,5
k141_9925,6684,2
k141_4706,9972,6
k141_12636,1120,0
k141_7264,113169,72
k141_13512,8442,6
k141_216,109108,65
k141_7268,1095,0
k141_13514,1077,0
k141_11716,79408,45
k141_7273,4169,0
