2,3281,1
2,4162,1
3,4610,2
3,6521,1
4,187,2
4,624,3
4,3853,12
4,4799,1
4,4902,7
4,5031,3
4,5410,1
4,5846,1
4,6559,1
5,2980,1
5,5070,1
6,520,1
7,42,1
7,62,1
7,97,1
7,136,1
7,193,2
7,200,1
7,255,11
7,257,1
7,388,2
7,406,3
7,426,2
7,456,1
7,471,1
7,474,1
7,496,1
7,530,5
7,536,3
7,583,1
7,652,1
7,732,5
7,821,1
7,847,1
7,912,1
7,1018,1
7,1099,1
7,1177,1
7,1201,1
7,1233,1
7,1292,1
7,1401,1
7,1441,3
7,1460,3
7,1548,1
7,1560,1
7,1573,1
7,1613,1
7,1784,1
7,1803,1
7,1849,1
7,1970,1
7,1990,1
7,2006,1
7,2077,1
7,2099,1
7,2248,1
7,2262,134
7,2379,1
7,2385,1
7,2517,2
7,2526,1
7,2552,1
7,2579,1
7,2713,1
7,2753,1
7,2786,2
7,2832,1
7,2859,1
7,2892,1
7,2896,1
7,2956,1
7,2965,1
7,2989,1
7,3030,1
7,3143,1
7,3187,1
7,3214,1
7,3232,1
7,3291,1
7,3300,1
7,3348,1
7,3393,1
7,3484,1
7,3531,1
7,3533,1
7,3559,1
7,3682,1
7,3723,1
7,3757,1
7,3900,1
7,3952,1
7,4025,4838
7,4033,1
7,4035,7
7,4047,1
7,4078,3
7,4195,1
7,4354,1
7,4380,2
7,4547,2
7,4580,1
7,4593,1
7,4669,1
7,4700,10
7,4709,1
7,4725,83
7,4763,1
7,4773,1
7,4775,1
7,4849,2
7,4851,1
7,4914,1
7,4953,1
7,4973,1
7,5011,1
7,5044,1
7,5046,1
7,5183,7
7,5218,1
7,5333,1
7,5352,1
7,5376,1
7,5403,1
7,5407,1
7,5415,1
7,5494,34
7,5519,1
7,5610,1
7,5624,1
7,5643,1
7,5692,8
7,5744,1
7,5781,1
7,5813,1
7,5873,1
7,5892,2
7,5972,1
7,6011,8
7,6049,8
7,6053,1
7,6065,1
7,6235,1
7,6251,2
7,6285,1
7,6350,2
7,6414,15
7,6425,1
7,6428,3
7,6435,1
7,6442,3
7,6525,1
7,6540,1
8,256,1
8,972,1
8,1454,1
8,2482,1
8,3242,1
8,5152,1
9,1242,1
10,1730,1
10,1849,1
10,2262,1
10,2873,1
10,3117,1
10,5100,1
10,5604,1
10,6047,1
11,3184,1
11,5384,1
11,6011,1
12,5610,2
14,701,1
14,954,1
14,1382,1
14,2084,1
14,2262,4
14,2585,1
14,3126,1
14,3161,8
14,3310,2
14,3319,1
14,4270,1
14,4649,1
14,4718,1
14,5136,1
14,5681,1
14,6283,2
14,6353,1
14,6536,1
16,608,1
16,1382,1
16,1442,1
16,1849,2
16,2006,1
16,2052,1
16,2075,1
16,3228,1
16,3974,1
16,4631,1
16,4893,1
16,6049,1
16,6377,1
17,2974,1
17,3187,1
17,4904,1
17,5474,1
17,5830,1
18,1316,1
18,1738,2
18,5183,1
18,5583,1
19,62,1
19,241,2
20,327,1
21,134,2
21,1414,1
21,3928,1
21,6245,1
21,6335,1
22,309,2
22,393,1
22,460,1
22,530,1
22,632,1
22,646,1
22,789,1
22,826,1
22,962,1
22,1121,2
22,1189,1
22,1233,1
22,1316,21
22,1564,7
22,1590,1
22,1606,1
22,1608,1
22,1613,3
22,1653,1
22,1655,1
22,1693,1
22,1738,1
22,1741,1
22,1749,1
22,1777,3
22,1792,2
22,1813,1
22,1815,1
22,1849,2
22,1933,1
22,1955,1
22,2110,1
22,2262,2
22,2535,25
22,2732,1
22,2776,1
22,2804,11
22,2832,1
22,2875,1
22,2890,1
22,2956,1
22,2961,1
22,3192,1
22,3242,1
22,3324,1
22,3537,1
22,3555,1
22,3591,1
22,3679,1
22,3835,1
22,4000,1
22,4071,1
22,4156,2
22,4239,1
22,4304,1
22,4319,1
22,4321,1
22,4364,1
22,4375,1
22,4455,29
22,4620,1
22,4720,1
22,4725,3
22,4801,1
22,4947,1
22,5062,2
22,5087,1
22,5141,1
22,5183,3
22,5308,1
22,5333,1
22,5366,8
22,5375,1
22,5691,1
22,5860,1
22,5883,1
22,5884,7
22,5892,1
22,5919,1
22,6040,1
22,6049,3
22,6055,1
22,6066,1
22,6132,1
22,6435,1
22,6439,1
22,6500,1
22,6553,1
23,79,1
23,139,2
23,359,1
23,460,1
23,669,1
23,789,2
23,1223,1
23,1256,1
23,1401,1
23,1496,1
23,1613,1
23,1738,2
23,1749,3
23,1849,2
23,2052,2
23,2100,1
23,2262,1
23,2489,1
23,2603,1
23,2757,1
23,2982,1
23,3192,1
23,3468,1
23,3634,1
23,3688,1
23,3719,2
23,3853,2
23,3979,2
23,4156,1
23,4305,1
23,4536,1
23,4725,3
23,5062,2
23,5139,1
23,5166,1
23,5183,1
23,5361,1
23,5672,2
23,5720,1
23,5766,1
23,5879,1
23,5892,1
23,6149,1
23,6186,1
23,6221,1
23,6296,1
24,79,1
24,80,1
24,96,1
24,121,1
24,198,1
24,270,1
24,290,2
24,315,5
24,412,2
24,490,1
24,505,1
24,530,1
24,851,1
24,912,5
24,993,1
24,1120,1
24,1143,1
24,1168,1
24,1470,1
24,1636,1
24,1644,2
24,1839,1
24,1865,2
24,1990,1
24,2006,14
24,2469,31
24,2476,1
24,2659,1
24,2871,12
24,2977,1
24,3143,1
24,3187,2
24,3191,1
24,3900,1
24,3955,2
24,3958,1
24,4197,1
24,4709,2
24,4725,1
24,4773,1
24,4953,1
24,4968,1
24,4973,1
24,4984,3
24,5087,3
24,5912,2
24,6186,1
24,6470,3
24,6551,1
25,3051,1
26,4295,2
27,139,1
27,520,1
27,561,1
27,1849,1
27,4039,1
27,4375,1
27,5554,1
27,5672,2
28,663,1
28,5183,1
28,6489,1
30,273,1
30,351,1
30,486,1
30,661,2
30,674,4
